time;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1.316667;-5.424496;1.358764;8.088807;-0.022327;0.008926;-0.004773
1.325000;-5.428210;1.321660;8.079740;-0.002011;0.020585;-0.011485
1.333333;-5.439239;1.345905;8.070853;0.006471;0.042781;-0.029930
1.341667;-5.441303;1.344175;8.052593;-0.011607;0.013169;-0.003808
1.350000;-5.452301;1.362831;8.045536;0.005413;0.010994;-0.018054
1.358333;-5.454157;1.355424;8.041919;0.000319;0.010130;0.023048
1.366667;-5.455968;1.353569;8.041962;-0.004174;0.019484;-0.014689
1.375000;-5.459571;1.355421;8.043880;0.010982;0.027067;0.012132
1.383333;-5.466982;1.338794;8.031242;0.013021;0.016381;-0.001933
1.391667;-5.466663;1.347923;8.055037;-0.016856;0.024891;0.008151
1.400000;-5.472446;1.362966;8.031375;0.008840;0.049300;0.004620
1.408333;-5.477746;1.375910;8.042489;0.024878;0.040849;0.006577
1.416667;-5.495855;1.355496;8.042926;0.008737;0.020611;-0.004033
1.425000;-5.499611;1.359283;8.033862;0.004425;0.020574;-0.009378
1.433333;-5.485082;1.359245;8.035342;0.009871;0.031259;0.003518
1.441667;-5.488846;1.370466;8.026279;-0.001849;0.014327;0.016610
1.450000;-5.499716;1.338900;8.024709;0.005528;0.006820;-0.000758
1.458333;-5.514169;1.338900;8.028720;0.025835;0.024841;-0.009628
1.466667;-5.516117;1.322251;8.017780;0.023780;0.034430;0.000128
1.475000;-5.499666;1.338875;8.028369;0.006655;0.022760;0.003559
1.483333;-5.503453;1.348250;8.017476;-0.006163;0.007921;0.011266
1.491667;-5.510761;1.353864;8.013990;-0.016966;0.018412;-0.009112
1.500000;-5.521750;1.363226;8.006933;0.032309;0.032304;-0.002138
1.508333;-5.518279;1.367013;7.995863;-0.005263;0.010953;-0.016816
1.516667;-5.538140;1.361434;8.001835;0.014827;0.033034;-0.062397
1.525000;-5.536350;1.359584;7.999961;0.000082;0.009893;-0.017956
1.533333;-5.541911;1.380089;7.992773;-0.012496;0.017500;0.022162
1.541667;-5.525817;1.374599;7.975905;-0.025450;0.029034;-0.000353
1.550000;-5.536562;1.393128;7.987151;0.023676;-0.004854;-0.002055
1.558333;-5.532780;1.389329;7.998045;0.011942;-0.016492;0.006717
1.566667;-5.525550;1.385612;7.996040;-0.016912;0.011035;0.002766
1.575000;-5.518334;1.370756;7.992203;-0.012788;-0.004980;-0.017816
1.583333;-5.514560;1.374391;8.003098;0.000092;-0.032462;-0.001795
1.591667;-5.540173;1.378265;7.987238;0.008678;-0.009135;-0.005113
1.600000;-5.516377;1.378111;8.003142;-0.023519;-0.003954;-0.023087
1.608333;-5.530789;1.339079;8.007150;-0.016987;-0.017637;-0.002649
1.616667;-5.518263;1.326135;7.994030;-0.021252;0.005667;-0.007981
1.625000;-5.510596;1.340778;8.024972;-0.013812;-0.029298;-0.003785
1.633333;-5.503369;1.340778;8.022966;-0.010713;-0.023025;-0.023260
1.641667;-5.507034;1.353807;8.021224;0.000167;-0.019683;0.005770
1.650000;-5.510621;1.340790;8.023141;-0.014856;-0.036695;0.002703
1.658333;-5.506947;1.318468;8.024882;-0.044683;-0.006976;0.012807
1.666667;-5.506581;1.307139;8.050506;-0.014754;-0.008002;0.009200
1.675000;-5.517461;1.309017;8.050769;-0.006219;-0.023902;0.010168
1.683333;-5.510620;1.314782;8.021309;-0.010709;-0.060110;-0.012481
1.691667;-5.499729;1.301752;8.021045;-0.005350;-0.020898;-0.023320
1.700000;-5.508955;1.311137;8.010283;0.017260;-0.005923;-0.004141
1.708333;-5.507103;1.322260;8.013901;0.002267;-0.023961;-0.000734
1.716667;-5.501541;1.325905;8.022921;-0.001940;-0.002714;0.004728
1.725000;-5.503642;1.335340;8.002832;0.006806;-0.004678;0.035943
1.733333;-5.514205;1.324056;8.025058;0.004490;-0.018589;0.011123
1.741667;-5.516194;1.348297;8.014121;-0.016887;-0.032377;0.018932
1.750000;-5.514471;1.337193;8.006756;0.002313;-0.009095;0.002518
1.758333;-5.523625;1.326107;7.999652;0.005531;-0.014390;0.004640
1.766667;-5.525352;1.340929;8.007019;0.033379;-0.002662;0.007547
1.775000;-5.496178;1.325934;8.017299;-0.012693;-0.021845;0.001605
1.783333;-5.510877;1.318625;8.003006;0.005446;-0.027168;-0.005092
1.791667;-5.521606;1.322285;8.014251;0.002220;-0.021884;-0.009367
1.800000;-5.503175;1.323962;8.035777;0.017309;-0.039764;0.015266
1.808333;-5.510772;1.314857;8.010327;0.007548;-0.029311;-0.010519
1.816667;-5.496039;1.288710;8.024617;-0.006398;-0.038892;-0.014681
1.825000;-5.510402;1.299812;8.035951;0.008799;-0.009024;0.012157
1.833333;-5.488546;1.299724;8.042746;0.008842;0.004792;0.015398
1.841667;-5.486783;1.299746;8.039042;0.004362;-0.019743;-0.009404
1.850000;-5.506862;1.309137;8.030373;0.005827;-0.016251;0.053225
1.858333;-5.487009;1.322151;8.024401;0.011988;-0.003732;0.008874
1.866667;-5.486950;1.314691;8.028061;-0.005171;-0.011208;0.003678
1.875000;-5.499827;1.348244;8.017388;-0.006189;-0.015405;0.014489
1.883333;-5.496092;1.340753;8.024621;0.004445;-0.023913;0.006792
1.891667;-5.501751;1.333441;8.008279;0.016211;-0.012257;0.002342
1.900000;-5.510791;1.333444;8.010328;-0.006247;-0.003809;0.000464
1.908333;-5.506908;1.329594;8.028544;0.008733;-0.011191;0.003513
1.916667;-5.499641;1.314713;8.028368;-0.023324;-0.006973;0.007145
1.925000;-5.496069;1.318449;8.024620;-0.004173;-0.007030;-0.009288
1.933333;-5.510522;1.318449;8.028631;-0.009438;-0.006972;0.003740
1.941667;-5.499793;1.314788;8.017386;0.001037;-0.020913;-0.027718
1.950000;-5.488908;1.307335;8.017122;0.004342;-0.019771;-0.012641
1.958333;-5.505068;1.303570;8.028498;-0.000865;-0.003772;0.004717
1.966667;-5.503117;1.316502;8.039437;-0.004114;-0.008036;0.000430
1.975000;-5.503259;1.307284;8.028455;0.003310;-0.008086;-0.010457
1.983333;-5.510796;1.288861;8.006664;0.009918;0.006889;0.014320
1.991667;-5.510534;1.305451;8.026799;-0.009394;-0.010118;0.011298
2.000000;-5.510453;1.299837;8.032290;-0.005111;-0.004810;0.010170
2.008333;-5.499834;1.305520;8.013724;0.020516;0.004716;0.000144
2.016667;-5.499686;1.309162;8.024707;-0.009274;0.015406;0.023191
2.025000;-5.507243;1.311184;8.002918;0.008654;-0.007036;-0.011597
2.033333;-5.481574;1.301709;8.022438;-0.010618;-0.018715;-0.010301
2.041667;-5.506957;1.303611;8.023051;-0.029700;-0.004836;0.012629
2.050000;-5.517856;1.299925;8.021483;0.008814;0.007928;0.008934
2.058333;-5.501495;1.281298;8.022918;-0.000815;0.019568;0.004736
2.066667;-5.497807;1.294264;8.028322;0.008860;-0.001561;0.019719
2.075000;-5.517716;1.311001;8.032466;0.008859;-0.004738;0.020801
2.083333;-5.518127;1.316779;8.003181;0.003515;0.011134;0.016561
2.091667;-5.532724;1.309419;7.996209;0.006730;-0.002639;0.020839
2.100000;-5.539884;1.318675;8.003707;-0.005219;0.014152;-0.013563
2.108333;-5.539874;1.309382;8.003706;0.000124;0.003559;-0.011475
2.116667;-5.536305;1.314977;7.999958;0.008805;-0.011161;0.013247
2.125000;-5.528959;1.322348;8.007105;0.019405;-0.006979;-0.003082
2.133333;-5.538078;1.326106;8.003663;-0.005150;-0.011215;0.005856
2.141667;-5.539894;1.303818;8.001875;0.007716;0.004710;0.004634
2.150000;-5.538059;1.307520;8.003662;0.000232;-0.013304;0.011191
2.158333;-5.554497;1.302035;7.994904;-0.025510;-0.021881;0.001785
2.166667;-5.550581;1.290738;8.014949;0.016264;-0.019651;0.009916
2.175000;-5.528718;1.309224;8.023577;0.004394;-0.013379;-0.007225
2.183333;-5.536190;1.301916;8.007278;-0.012455;-0.013200;0.035104
2.191667;-5.525246;1.311152;8.012507;-0.004189;-0.019772;-0.009285
2.200000;-5.521478;1.296214;8.021570;0.015237;0.002642;0.011013
2.208333;-5.539798;1.309344;8.009197;-0.009450;-0.014418;0.002668
2.216667;-5.517961;1.303693;8.014162;-0.009475;-0.001719;-0.004890
2.225000;-5.532683;1.294538;7.998039;0.006599;0.003608;-0.002913
2.233333;-5.536177;1.288905;8.007277;0.015129;-0.014409;-0.001950
2.241667;-5.536068;1.281420;8.014598;0.016215;-0.020748;0.002352
2.250000;-5.521720;1.285188;8.003266;0.028077;-0.011122;0.015171
2.258333;-5.539968;1.301997;7.996384;0.025880;-0.030245;0.011949
2.266667;-5.521739;1.303774;8.003268;-0.010318;-0.005781;0.032919
2.275000;-5.514592;1.307530;7.995771;0.011052;-0.013188;0.031573
2.283333;-5.521542;1.309250;8.017911;0.021641;-0.030199;0.019551
2.291667;-5.529002;1.314939;8.003444;0.008728;-0.004863;-0.000790
2.300000;-5.517866;1.309218;8.021484;0.004485;-0.010125;0.006812
2.308333;-5.521540;1.307391;8.017910;0.021674;-0.023817;0.022795
2.316667;-5.536088;1.326015;8.016432;-0.013673;-0.020726;0.014590
2.325000;-5.521476;1.318505;8.023402;-0.046851;-0.030314;0.014982
2.333333;-5.517989;1.281414;8.010500;-0.014715;-0.035546;0.022152
2.341667;-5.519708;1.288801;8.017865;0.010489;-0.003044;-0.063450
2.350000;-5.517790;1.285030;8.025143;0.004559;-0.023842;0.021923
2.358333;-5.510710;1.303680;8.013987;-0.001745;-0.006807;0.036049
2.366667;-5.528987;1.300070;8.003442;0.003530;-0.019584;0.027344
2.375000;-5.529106;1.292698;7.994290;0.019435;-0.023920;0.005550
2.383333;-5.525335;1.324201;8.007017;-0.005130;-0.020729;0.012324
2.391667;-5.517722;1.316577;8.032466;0.017490;-0.027972;0.040118
2.400000;-5.523310;1.314804;8.021615;-0.001987;-0.010177;-0.001748
2.408333;-5.514139;1.309162;8.028717;0.006602;-0.038739;0.012164
2.416667;-5.517936;1.303680;8.015992;-0.006257;-0.028191;0.004772
2.425000;-5.517765;1.309168;8.028805;0.017321;-0.040826;0.016353
2.433333;-5.514339;1.307404;8.014075;-0.006143;-0.016444;0.019897
2.441667;-5.508597;1.307243;8.035907;0.015435;-0.019430;0.050946
2.450000;-5.514090;1.310995;8.032378;0.004529;-0.028092;0.019756
2.458333;-5.503298;1.296157;8.024793;0.019376;-0.036655;0.001209
2.466667;-5.514283;1.301803;8.017735;-0.012609;-0.035560;0.017802
2.475000;-5.517977;1.318562;8.014163;0.006587;-0.011214;0.001386
2.483333;-5.525438;1.326110;7.999696;0.015241;-0.019607;0.019638
2.491667;-5.507255;1.322336;8.002919;-0.018967;-0.032342;0.027599
2.500000;-5.506912;1.333312;8.028544;0.006550;-0.044070;0.006756
2.508333;-5.510670;1.314807;8.017648;0.023775;-0.034434;0.020598
2.516667;-5.499656;1.329582;8.028369;0.010792;-0.028202;-0.004086
2.525000;-5.501403;1.314691;8.032072;-0.022316;-0.025029;0.002800
2.533333;-5.495990;1.314694;8.030110;0.008761;-0.007990;0.006753
2.541667;-5.492316;1.292371;8.031851;-0.004108;-0.011217;0.001508
2.550000;-5.503205;1.303542;8.032115;-0.005216;-0.016546;-0.002800
2.558333;-5.506924;1.296164;8.024881;0.000166;-0.021816;0.003614
2.566667;-5.488398;1.303366;8.053729;-0.006194;-0.012220;0.011247
2.575000;-5.492300;1.301652;8.033682;0.006573;-0.017568;0.001373
2.583333;-5.494144;1.307243;8.031896;0.010950;-0.011126;0.015364
2.591667;-5.496033;1.283134;8.024617;0.043102;-0.013162;0.024695
2.600000;-5.492276;1.303498;8.035513;-0.072589;-0.033570;0.005563
2.608333;-5.499785;1.307354;8.017385;0.002180;-0.021913;-0.015852
2.616667;-5.508799;1.307344;8.021265;0.004478;0.007881;0.000343
2.625000;-5.507048;1.318518;8.017561;0.010844;-0.028171;0.003478
2.633333;-5.495949;1.299812;8.031940;-0.005148;-0.036618;0.014463
2.641667;-5.492382;1.307265;8.028192;-0.005105;-0.016454;0.015555
2.650000;-5.492374;1.299831;8.028191;-0.008341;-0.011186;0.009119
2.658333;-5.495906;1.307221;8.035601;-0.000841;-0.010101;0.011188
2.666667;-5.496204;1.301796;8.013636;-0.006320;-0.010227;-0.010341
2.675000;-5.503357;1.303617;8.021133;0.003192;-0.063274;-0.012653
2.683333;-5.510503;1.299862;8.028629;-0.001909;0.001542;0.006896
2.691667;-5.516164;1.318559;8.014119;0.000248;-0.004802;0.012267
2.700000;-5.501353;1.314665;8.035733;0.000174;-0.010143;0.002537
2.708333;-5.499674;1.322160;8.026538;0.004468;-0.004831;0.003568
2.716667;-5.506907;1.303586;8.026712;-0.009383;-0.007991;0.012379
2.725000;-5.506975;1.296189;8.021220;-0.008311;0.005780;0.008057
2.733333;-5.503353;1.299900;8.021133;0.004541;-0.001603;0.013294
2.741667;-5.505150;1.309184;8.023008;0.013083;-0.004779;0.012107
2.750000;-5.497968;1.303633;8.017341;-0.004242;-0.028282;-0.014699
2.758333;-5.503156;1.305375;8.035776;-0.010418;-0.023848;0.023177
2.766667;-5.501518;1.303602;8.022920;-0.012704;-0.020799;-0.001631
2.775000;-5.500027;1.296327;7.999081;-0.008315;-0.023896;0.016677
2.783333;-5.488951;1.299925;8.013461;0.010992;0.016441;0.013225
2.791667;-5.506951;1.322185;8.024883;0.015201;-0.028096;0.016383
2.800000;-5.501666;1.299960;8.011937;-0.022288;-0.023962;0.006045
2.808333;-5.499680;1.303586;8.024706;0.002365;-0.051423;0.023002
2.816667;-5.495964;1.314681;8.031941;0.019516;-0.025937;0.021729
2.825000;-5.486809;1.299759;8.037212;-0.012663;-0.015458;0.003766
2.833333;-5.487083;1.296180;8.017078;0.008636;-0.027171;-0.008378
2.841667;-5.499661;1.284999;8.024705;-0.005067;0.013229;0.011261
2.850000;-5.495749;1.301570;8.046582;-0.006297;-0.011250;-0.006027
2.858333;-5.510606;1.301771;8.021308;0.002289;0.012073;-0.009346
2.866667;-5.499650;1.324006;8.028368;0.015305;0.002714;0.023961
2.875000;-5.510612;1.307347;8.021308;0.005699;-0.024837;0.034864
2.883333;-5.499817;1.288792;8.013723;0.063296;-0.003711;0.000699
2.891667;-5.496148;1.296195;8.017297;0.007636;-0.012286;-0.001872
2.900000;-5.514020;1.292383;8.036038;0.006630;-0.022826;0.011095
2.908333;-5.512565;1.296274;8.010369;-0.009417;-0.010149;0.006983
2.916667;-5.499676;1.299869;8.024706;0.011002;-0.006854;0.021850
2.925000;-5.514024;1.296101;8.036038;-0.001885;-0.038693;0.023067
2.933333;-5.506946;1.292459;8.023050;0.004500;-0.031301;0.015435
2.941667;-5.514275;1.294368;8.017734;-0.014628;0.001611;0.025414
2.950000;-5.499832;1.303661;8.013724;0.032346;-0.017463;0.017264
2.958333;-5.499721;1.294318;8.021045;0.025994;-0.008942;0.024907
2.966667;-5.494177;1.314691;8.030067;0.020477;-0.030262;0.005514
2.975000;-5.488701;1.303517;8.031765;0.013118;-0.013218;0.020734
2.983333;-5.488814;1.314719;8.024444;0.025984;-0.013177;0.025978
2.991667;-5.488818;1.318436;8.024444;0.015385;-0.000399;0.037995
3.000000;-5.510497;1.318436;8.030461;0.002353;-0.003756;0.006838
3.008333;-5.503496;1.316691;8.011982;-0.006384;-0.038882;-0.011440
3.016667;-5.499828;1.299944;8.013724;0.000316;-0.036529;0.032760
3.025000;-5.496112;1.311039;8.020958;0.004597;-0.015325;0.027320
3.033333;-5.514220;1.314775;8.023227;-0.004141;-0.037733;0.004736
3.041667;-5.506965;1.311046;8.023051;0.017315;-0.042949;0.016349
3.050000;-5.503413;1.309218;8.017473;-0.008396;-0.032424;0.006949
3.058333;-5.492533;1.307341;8.017210;0.002353;-0.021771;0.012222
3.066667;-5.494303;1.314754;8.020915;-0.012464;-0.018481;0.037244
3.075000;-5.470511;1.318317;8.036819;-0.008376;-0.034505;0.012333
3.083333;-5.470260;1.320050;8.055122;0.003470;-0.033354;0.025146
3.091667;-5.492191;1.318317;8.042835;-0.008212;-0.034375;0.038256
