Time (s),Roll (deg),Pitch (deg),Yaw (deg)
8.223561287,4.966156,35.29517,70.67683
8.228479385,4.998645,35.32018,70.68941
8.233397961,5.026773,35.33901,70.69986
8.238316536,5.037883,35.35477,70.70344
8.243234634,5.030696,35.36701,70.70743
8.248153210,5.027929,35.36821,70.7065
8.253071785,5.018834,35.37182,70.70701
8.257989883,5.005328,35.37004,70.70618
8.262908459,4.992747,35.36197,70.70219
8.267827034,4.987351,35.35203,70.69888
8.272744656,4.976891,35.34636,70.69641
8.277663231,4.980181,35.33904,70.70031
8.282582283,4.978208,35.33399,70.70299
8.289959431,4.989363,35.32956,70.71815
8.294878006,5.012643,35.33306,70.73789
8.299796581,5.033464,35.33413,70.75489
8.304714680,5.062662,35.3415,70.77608
8.309633255,5.090432,35.35439,70.80417
8.314551830,5.118696,35.36793,70.82873
8.319469929,5.140177,35.38171,70.85202
8.324388504,5.158592,35.38513,70.86557
8.329307079,5.172202,35.39014,70.87651
8.334224701,5.182803,35.405,70.89111
8.339143753,5.189785,35.42341,70.90508
8.344062328,5.19189,35.44545,70.92171
8.348979950,5.189776,35.47061,70.9406
8.353898525,5.182345,35.49028,70.9538
8.361276627,5.151861,35.52144,70.97997
8.366194725,5.118924,35.53436,70.99461
8.371113300,5.08134,35.53629,70.99852
8.376031876,5.042141,35.53882,71.00632
8.380949974,4.994733,35.53301,71.01044
8.385868549,4.937179,35.51501,71.00462
8.390787125,4.883767,35.49199,70.99826
8.395705223,4.828618,35.4588,70.98348
8.400623798,4.766088,35.41358,70.95567
8.405542374,4.701756,35.36914,70.92802
8.410459995,4.63554,35.32578,70.89864
8.415379047,4.573556,35.2817,70.8688
8.422756672,4.486867,35.20763,70.80845
8.427674770,4.438619,35.16396,70.77161
8.432593346,4.396651,35.12333,70.73552
8.437511921,4.356846,35.089,70.70261
8.442430019,4.321713,35.05804,70.66593
8.447348595,4.287684,35.03896,70.6356
8.452267170,4.263887,35.02082,70.60626
8.457185268,4.246227,35.00098,70.57877
8.462103844,4.233879,34.98088,70.54899
8.467022419,4.219364,34.96114,70.51412
8.471940517,4.204883,34.94035,70.47355
8.476859093,4.183983,34.92277,70.42782
8.481780052,4.16086,34.90402,70.3785
8.486695289,4.135116,34.88427,70.3243
8.491614342,4.104913,34.87256,70.26984
8.498991966,4.063604,34.86251,70.18518
8.503910065,4.031798,34.86327,70.1246
8.508828640,4.008755,34.8752,70.07005
8.513747215,3.996466,34.89688,70.02031
8.518665314,3.996705,34.92657,69.97592
8.523583889,4.006123,34.97066,69.93425
8.528502464,4.030416,35.03498,69.91161
8.533420563,4.072627,35.09812,69.88915
8.538339138,4.122231,35.17611,69.87213
8.543257713,4.180005,35.26751,69.86452
8.548175812,4.260932,35.36916,69.86723
8.553097725,4.361844,35.48412,69.87682
8.558012962,4.487295,35.62363,69.89747
8.565390110,4.700117,35.87316,69.95319
8.570308685,4.865219,36.05563,69.99871
8.575227260,5.059462,36.26444,70.06132
8.580145359,5.27624,36.50528,70.13192
8.585063934,5.524434,36.76848,70.21306
8.589982510,5.778327,37.08927,70.30227
8.594900608,6.053056,37.46383,70.41383
8.599819183,6.341549,37.90066,70.53303
8.604737759,6.645312,38.41777,70.67461
8.609655857,6.979902,39.03336,70.83611
8.614574432,7.361653,39.78349,70.99957
8.619493008,7.783648,40.73141,71.15544
8.624411106,8.225633,41.87119,71.30267
8.631788731,8.918378,43.84939,71.47572
8.636707306,9.357104,45.30682,71.51588
8.641625404,9.738766,46.83027,71.48314
8.646543980,10.06603,48.41712,71.36716
8.651462555,10.32686,50.04287,71.18787
8.656383991,10.50915,51.69186,70.94753
8.661299229,10.61256,53.32982,70.64726
8.666217804,10.61912,54.96308,70.29367
8.671135902,10.53939,56.59451,69.94578
8.676054478,10.38257,58.21734,69.63902
8.680973053,10.24066,59.81477,69.3841
8.685891151,10.11089,61.35366,69.12393
8.690809727,10.01167,62.81046,68.86459
8.698187351,9.884819,64.85146,68.46664
8.703105450,9.647601,66.00354,67.9243
8.708024025,9.093049,67.02286,67.2177
8.712942600,8.330103,67.86485,66.41436
8.717860699,7.472628,68.56248,65.63397
8.722779274,6.688729,69.25574,64.98756
8.727697849,6.000162,69.90354,64.47141
8.732615948,5.592356,70.37971,64.18682
8.737534523,5.505344,70.79482,64.15211
8.742456436,5.494481,71.19112,64.18443
8.747371674,5.558171,71.56759,64.30004
8.752289772,5.671485,71.91647,64.47235
8.757208347,5.801769,72.21346,64.65841
8.762126923,5.964285,72.4405,64.86489
8.769504070,6.214681,72.64408,65.15356
8.774422646,6.353719,72.69129,65.29788
8.779340744,6.434195,72.67136,65.36817
8.784259319,6.433941,72.58562,65.34165
8.789177895,6.347151,72.43536,65.21089
8.794095993,6.184577,72.22294,64.9846
8.799014568,5.944459,71.95023,64.66225
8.803933144,5.641586,71.6205,64.25755
8.808851242,5.280324,71.23266,63.77786
8.813769817,4.876582,70.78869,63.239
8.818688393,4.439908,70.28399,62.65078
8.823606968,3.986049,69.72008,62.0321
8.830984116,3.277446,68.76877,61.05666
8.835902691,2.804429,68.06767,60.39172
8.840820789,2.361641,67.31793,59.7435
8.845739365,1.944657,66.52248,59.1087
8.850657940,1.571736,65.6817,58.50595
8.855576038,1.246576,64.7979,57.94114
8.860494614,0.9752775,63.87526,57.42275
8.865413189,0.7704157,62.91707,56.96246
8.870331764,0.6310867,61.92628,56.56437
8.875249863,0.5519612,60.90469,56.22834
8.880168438,0.5355411,59.8527,55.95654
8.885087013,0.5760168,58.77456,55.74813
8.890005112,0.669309,57.67345,55.60019
8.894923687,0.8149458,56.54628,55.51389
8.902300835,1.128733,54.81535,55.49335
8.907219410,1.388824,53.63723,55.54457
8.912137985,1.688825,52.44216,55.64706
8.917056084,2.018809,51.23152,55.79161
8.921974659,2.378683,50.00897,55.9765
8.926893234,2.762873,48.77696,56.19488
8.931811333,3.168758,47.53681,56.44343
8.936729908,3.591539,46.28891,56.71321
8.941648483,4.026534,45.03502,56.99957
8.946567059,4.478956,43.77537,57.30243
8.951485157,4.944319,42.50764,57.61898
8.958863258,5.656962,40.5894,58.10573
8.963780880,6.135939,39.29444,58.43362
8.968699455,6.613544,37.9808,58.76063
8.973618031,7.076799,36.64921,59.08332
8.978536129,7.518896,35.29905,59.39973
8.983454704,7.933753,33.93129,59.70812
8.988377571,8.322427,32.5537,60.01388
8.993291855,8.687057,31.16709,60.31724
8.998209953,9.034844,29.772,60.63026
9.003128529,9.368421,28.37405,60.9534
9.008047104,9.686942,26.97488,61.27411
9.012965202,9.991006,25.58039,61.5952
9.017883778,10.27769,24.18947,61.91478
9.022802353,10.54142,22.79951,62.23206
9.027720451,10.77659,21.41142,62.5489
9.032639027,10.97016,20.02691,62.86721
9.040017128,11.17135,17.95739,63.3536
9.044934750,11.24333,16.59523,63.68758
9.049853325,11.25779,15.26561,64.13651
9.054772377,11.23156,13.96608,64.60157
9.059694290,11.17587,12.69696,65.07675
9.064608574,11.10512,11.4722,65.54926
9.069527149,11.03517,10.29024,66.01149
9.074445248,10.98645,9.161089,66.45885
9.079363823,10.97949,8.089267,66.88869
9.084282398,11.03241,7.082484,67.30025
9.089200497,11.16233,6.15043,67.69386
9.094119072,11.37738,5.305089,68.06754
9.099037647,11.68292,4.556776,68.42043
9.103955746,12.0765,3.91501,68.75726
9.111333847,12.81911,3.140238,69.2556
9.116252422,13.37317,2.737836,69.58135
9.121170044,13.90771,2.418068,69.88629
9.126088619,14.36058,2.180312,70.15687
9.131007195,14.68926,2.024352,70.38585
9.135925293,14.87813,1.947555,70.56744
9.140843868,14.93792,1.952096,70.69592
9.145762444,14.89419,2.048329,70.76649
9.150680542,14.78285,2.243798,70.78049
9.155599117,14.64047,2.537619,70.74203
9.160517693,14.49905,2.926996,70.65919
9.165435791,14.37148,3.404962,70.53767
9.170354366,14.25753,3.960024,70.38587
9.175272942,14.15001,4.45563,70.09402
9.182650089,13.67341,5.693811,69.60963
9.187568665,13.3085,6.272545,69.1082
9.192487717,12.83474,7.18145,68.71864
9.197405338,12.37256,7.955918,68.3659
9.202323914,11.97051,8.810974,68.10242
9.207242489,11.59696,9.811102,67.96587
9.212160587,11.32045,11.05168,68.0127
9.217079163,11.11034,12.5259,68.23695
9.221997738,10.96517,14.26179,68.65167
9.226915836,10.91333,15.94313,69.09409
9.231834412,10.93554,17.43717,69.47417
9.236752987,10.99268,18.75779,69.76199
9.241671085,11.09366,19.90307,69.95712
9.246589661,11.25872,20.89854,70.06915
9.253967762,11.47859,22.22105,70.1435
9.258885384,11.55742,22.96242,70.1521
9.263803959,11.56884,23.62661,70.1795
9.268723011,11.47246,24.2574,70.23247
9.273640633,11.25806,24.86896,70.29713
9.278559208,10.93013,25.47933,70.33743
9.283477783,10.52592,26.0302,70.26794
9.288395882,10.15699,26.5274,70.16087
9.293314457,9.854506,26.97744,70.0638
9.298233032,9.627453,27.3981,70.00556
9.303151131,9.429881,27.79169,69.98561
9.308069706,9.215113,28.15391,69.95676
9.312988281,8.979599,28.48487,69.90198
9.317906380,8.754387,28.78667,69.84223
9.325284481,8.47903,29.17997,69.76025
9.330203056,8.356369,29.42597,69.75437
9.335120678,8.244027,29.65074,69.75462
9.340039253,8.124953,29.85717,69.74052
9.344958305,7.999304,30.04066,69.6926
9.349875927,7.873512,30.22508,69.64375
9.354794502,7.755555,30.40678,69.60699
9.359713078,7.645622,30.57616,69.56886
9.364631176,7.545586,30.73844,69.54506
9.369549751,7.456053,30.88175,69.50636
9.374468327,7.368626,31.00363,69.45242
9.379386902,7.29522,31.15611,69.45071
9.384305000,7.220953,31.28861,69.42686
9.389223576,7.156152,31.42413,69.41911
9.396600723,7.072246,31.61287,69.39597
9.401519775,7.018002,31.73224,69.38784
9.406438351,6.983549,31.86148,69.41434
9.411355972,6.949937,31.96445,69.41649
9.416274548,6.936304,32.0658,69.4365
9.421193600,6.939323,32.1562,69.45882
9.426112175,6.947281,32.24597,69.48305
9.431035042,6.956974,32.33087,69.50769
9.435948372,6.968235,32.41241,69.52939
9.440866947,6.985048,32.49034,69.55448
9.445785045,7.008248,32.56477,69.57138
9.450703621,7.036459,32.63875,69.59064
9.458081245,7.078241,32.74821,69.62747
9.462999821,7.111642,32.81721,69.65485
9.467918396,7.150139,32.88016,69.68024
9.472836017,7.19365,32.93943,69.70684
9.477755070,7.238157,32.9936,69.72572
9.482673645,7.277207,33.04985,69.74568
9.487592220,7.309005,33.10518,69.76155
9.492509842,7.331859,33.16046,69.77473
9.497428417,7.348157,33.21569,69.78373
9.502347469,7.361809,33.26894,69.79206
9.507265091,7.372957,33.32049,69.79905
9.512183666,7.380355,33.37289,69.80801
9.519561291,7.399371,33.45745,69.83347
9.524479866,7.421682,33.5094,69.84769
9.529398441,7.450422,33.5609,69.86212
9.534316063,7.479514,33.61169,69.87392
9.539235115,7.506952,33.66357,69.88253
9.544153690,7.531745,33.71713,69.89121
9.549072266,7.555859,33.77692,69.90508
9.553989887,7.570301,33.85051,69.93206
9.558908939,7.591982,33.90742,69.94308
9.563827515,7.608766,33.96379,69.94678
9.568745136,7.621913,34.01733,69.94375
9.573663711,7.625499,34.0701,69.93401
9.578582764,7.618504,34.12351,69.92155
9.585959911,7.594666,34.20334,69.89593
9.590878487,7.57347,34.25315,69.86848
9.595797062,7.547637,34.3023,69.83401
9.600715160,7.516191,34.35218,69.79366
9.605633736,7.480391,34.40256,69.75112
9.610552311,7.43489,34.45627,69.70729
9.615470409,7.381546,34.51079,69.66039
9.620388985,7.323362,34.56545,69.61406
9.625310898,7.262045,34.61892,69.5647
9.630225181,7.196838,34.66557,69.50817
9.635144234,7.125358,34.71035,69.44859
9.642521858,7.003591,34.7726,69.35352
9.647439957,6.914159,34.8103,69.29056
9.652360439,6.821293,34.84572,69.23023
9.657277107,6.730382,34.87663,69.17221
9.662195206,6.640866,34.90232,69.11777
9.667113781,6.552619,34.92298,69.06414
9.672032356,6.464275,34.94233,69.01878
9.676950455,6.375581,34.9536,68.97129
9.681869030,6.293992,34.96505,68.93559
9.686787605,6.222041,34.97001,68.90094
9.691705704,6.156049,34.9701,68.87256
9.696624279,6.104107,34.96358,68.84512
9.701542854,6.062623,34.95549,68.82124
9.706460476,6.030111,34.94273,68.79886
9.713838577,5.992894,34.92135,68.76807
9.718757152,5.974893,34.90297,68.7471
9.723675251,5.96243,34.88347,68.72669
9.728593826,5.945479,34.8611,68.69834
9.733512402,5.924634,34.84081,68.67174
9.738430500,5.902894,34.82163,68.64529
9.743349075,5.883405,34.80318,68.61926
9.748267651,5.861516,34.78518,68.59387
9.753185749,5.838789,34.76583,68.56878
9.758104324,5.809008,34.74455,68.53724
9.763022900,5.780858,34.72357,68.50978
9.770400047,5.748058,34.70132,68.4706
9.775318623,5.735071,34.70007,68.46635
9.780237198,5.740209,34.69736,68.45943
9.785155296,5.768193,34.7072,68.45981
9.790073872,5.808869,34.73847,68.47086
9.794992447,5.866034,34.77773,68.48801
9.799910545,5.938344,34.83274,68.5133
9.804829121,6.022469,34.9008,68.5427
9.809747696,6.12187,34.97968,68.57787
9.814665794,6.236482,35.07437,68.61199
9.819584370,6.364145,35.19449,68.65333
9.824502945,6.509722,35.33552,68.69496
9.831880093,6.762132,35.61652,68.77714
9.836798668,6.957999,35.84064,68.82971
9.841717243,7.160069,36.10492,68.88238
9.846635342,7.361182,36.42088,68.93131
9.851553917,7.577422,36.7912,68.98505
9.856472492,7.798513,37.23485,69.04431
9.861390591,8.035376,37.75436,69.11122
9.866309166,8.29647,38.36445,69.17313
9.871227741,8.592344,39.11544,69.21904
9.876145840,8.898759,40.05565,69.24973
9.881064415,9.205524,41.19768,69.27682
9.885982990,9.526752,42.55736,69.31908
9.890901089,9.880389,44.09153,69.36597
9.895819664,10.27812,45.73714,69.39856
9.903197288,10.90602,48.31126,69.39967
9.908115387,11.31269,50.00958,69.37622
9.913033962,11.71479,51.67584,69.33219
9.917952538,12.07021,53.29446,69.27181
9.922870636,12.38656,54.91604,69.26661
9.927789211,12.69576,56.52029,69.35729
9.932707787,12.96357,58.11677,69.53329
9.937625885,13.34413,59.66129,69.81878
9.942544460,13.73674,61.16392,70.05872
9.947463036,14.09179,62.57456,70.2355
9.952381611,14.47241,63.90412,70.411
9.957299709,14.81024,65.15684,70.56239
9.962218285,15.00739,66.23679,70.44414
9.967136860,14.86276,67.17373,70.1623
9.974514008,14.17944,68.39866,69.64316
9.979432583,13.58322,69.20588,69.33302
9.984350681,13.06608,69.85696,69.06805
9.989271164,12.90278,70.40636,68.99759
9.994187832,12.89367,70.96186,69.01157
9.999105930,12.91217,71.50943,69.03718
10.004024506,12.87887,72.02144,69.02235
10.008943081,12.80094,72.48206,68.97219
10.013861179,12.73138,72.88836,68.92461
10.018779755,12.6671,73.24349,68.86948
10.023698330,12.60968,73.54459,68.79893
10.028616905,12.55217,73.78937,68.70693
10.033535004,12.46166,73.97398,68.57118
10.038453579,12.29342,74.08938,68.36658
10.043372154,12.08075,74.14146,68.09439
10.050749302,11.62241,74.12932,67.56435
10.055667877,11.15681,74.0237,67.07384
10.060586452,10.57445,73.83733,66.48408
10.065504551,9.92405,73.56187,65.83396
10.070423126,9.231305,73.20134,65.14324
10.075341702,8.531424,72.75607,64.43993
10.080259800,7.840431,72.2281,63.73433
10.085178375,7.180115,71.62106,63.04512
10.090096951,6.542729,70.93759,62.36607
10.095015049,5.937439,70.18191,61.71103
10.099933624,5.362248,69.35946,61.07859
10.104852200,4.82353,68.47681,60.47498
10.109770298,4.323522,67.53716,59.90347
10.114688873,3.870607,66.5436,59.37048
10.119607449,3.476889,65.49792,58.88596
10.126984596,3.010734,63.84222,58.26069
10.131903172,2.778519,62.6862,57.90972
10.136821747,2.59488,61.49367,57.59975
10.141739845,2.459869,60.273,57.33315
10.146658421,2.36482,59.02836,57.10543
10.151576996,2.320202,57.76127,56.92281
10.156495094,2.321942,56.47724,56.78223
10.161413670,2.372137,55.17455,56.6841
10.166332245,2.466061,53.85937,56.62597
10.171250343,2.609784,52.53047,56.61172
10.176168919,2.787066,51.18996,56.63202
10.181087494,3.006259,49.83754,56.69253
10.188464642,3.405041,47.78468,56.85461
10.193383217,3.708911,46.40334,57.0022
10.198306084,4.036705,45.01394,57.17776
10.203219891,4.381844,43.62112,57.37808
10.208138466,4.740352,42.22036,57.60003
10.213057041,5.108958,40.81968,57.84342
10.217975140,5.487231,39.42005,58.10652
10.222893715,5.874877,38.0255,58.38836
10.227812290,6.270526,36.64007,58.68616
10.232730389,6.667955,35.2653,58.99492
10.237648964,7.060313,33.90207,59.32261
10.242567539,7.444394,32.55536,59.65554
10.249944687,8.012471,30.56613,60.17377
10.254863739,8.393268,29.25204,60.53789
10.259782314,8.783146,27.93295,60.91605
10.264699936,9.175535,26.60095,61.30648
10.269618511,9.558456,25.25409,61.70043
10.274537563,9.917429,23.89505,62.09781
10.279455185,10.23945,22.53183,62.49845
10.284373760,10.51297,21.17459,62.93897
10.289292336,10.7331,19.8367,63.4348
10.294210434,10.91361,18.50693,63.95696
10.299129009,11.05525,17.18494,64.50166
10.304047585,11.15972,15.8867,65.07583
10.308966160,11.22084,14.61193,65.67577
10.313884258,11.2406,13.36419,66.29982
10.321262360,11.19595,11.53609,67.25615
10.326179981,11.12471,10.33787,67.87843
10.331099033,11.0312,9.167439,68.46906
10.336017609,10.93653,8.025143,69.02155
10.340935230,10.86259,6.938888,69.52834
10.345853806,10.83579,5.924044,69.98854
10.350772381,10.87967,4.992965,70.40282
10.355691433,11.01729,4.157067,70.77457
10.360609055,11.25989,3.423073,71.10787
10.365527630,11.6093,2.792946,71.40801
10.370446205,12.049,2.257898,71.68822
10.375364304,12.54889,1.809078,71.95139
10.380282879,13.05713,1.44028,72.18896
10.385201454,13.52191,1.14832,72.39108
10.392579079,14.05091,0.8492687,72.60622
10.397497654,14.26289,0.7448766,72.67941
10.402416229,14.36146,0.7213742,72.69096
10.407333851,14.36444,0.7870103,72.63918
10.412252903,14.29937,0.9476534,72.5234
10.417171478,14.19518,1.206219,72.34776
10.422089100,14.07136,1.557369,72.11726
10.427007675,13.93578,1.99725,71.83903
10.431927204,13.78958,2.520751,71.52283
10.436844349,13.62868,3.105524,71.18857
10.441762924,13.38933,3.756668,70.73372
10.449140549,13.08028,4.827853,69.91936
10.454059124,12.79016,5.762425,69.45024
10.458977699,12.40786,6.601971,68.96903
10.463896274,12.02023,7.495463,68.56944
10.468814373,11.64746,8.483235,68.33125
10.473732948,11.3882,9.651379,68.3204
10.478651523,11.23309,11.04707,68.54015
10.483569145,11.11573,12.72781,68.99253
10.488488197,11.06299,14.44478,69.52717
10.493406772,11.06931,16.01052,70.02374
10.498324394,11.13599,17.4059,70.44442
10.503242969,11.2183,18.63024,70.73319
10.508162022,11.36925,19.72761,70.91189
10.513079643,11.57037,20.67476,71.00779
10.518001079,11.78541,21.51506,71.0772
10.525376320,12.03155,22.6285,71.21405
10.530294418,12.11024,23.2822,71.33053
10.535212994,12.07975,23.89592,71.46268
10.540131569,11.92323,24.50827,71.6146
10.545049667,11.66694,25.09909,71.71491
10.549968243,11.37193,25.6441,71.72766
10.554886818,11.09482,26.14669,71.69582
10.559804439,10.87178,26.61956,71.68644
10.564723492,10.69808,27.0677,71.72307
10.569642067,10.53798,27.48616,71.78368
10.574559688,10.36869,27.86535,71.83163
10.579478264,10.19265,28.20234,71.84834
10.584396839,10.02932,28.52469,71.83026
10.589315891,9.893028,28.84234,71.83372
10.594237804,9.762206,29.14344,71.84485
10.601611614,9.558672,29.55816,71.86731
10.606529713,9.407728,29.79884,71.86132
10.611448288,9.255726,30.01224,71.83808
10.616366863,9.111015,30.20735,71.80608
10.621287346,8.98697,30.39646,71.787
10.626203537,8.858658,30.58329,71.77297
10.631122112,8.734823,30.75688,71.74938
10.636040687,8.602426,30.91792,71.71451
10.640958309,8.480033,31.07218,71.67784
10.645877361,8.365253,31.22082,71.6509
10.650796413,8.265548,31.37051,71.63215
10.658173084,8.129868,31.58383,71.61954
10.663091659,8.055273,31.7101,71.61263
10.668009758,7.979263,31.83631,71.60934
10.672928333,7.910954,31.9453,71.60289
10.677846908,7.853441,32.06464,71.62231
10.682765484,7.797601,32.16571,71.61655
10.687683582,7.754527,32.2631,71.61985
10.692602158,7.716068,32.35092,71.61691
10.697520733,7.671724,32.43196,71.60416
10.702438831,7.632208,32.51837,71.5989
10.707357407,7.595304,32.59458,71.58575
10.712275982,7.562398,32.68645,71.59496
10.717193603,7.531372,32.76341,71.58918
10.722112656,7.498056,32.84016,71.58345
10.729490280,7.439674,32.94831,71.5577
10.734408379,7.395782,33.01337,71.52242
10.739326954,7.340315,33.07672,71.47718
10.744245529,7.268258,33.14006,71.4212
10.749163628,7.184214,33.20056,71.35596
10.754082203,7.088441,33.26122,71.28415
10.759000778,6.981405,33.31662,71.19762
10.763918877,6.865259,33.37118,71.1046
10.768837452,6.73681,33.42489,71.00951
10.773756027,6.605579,33.47566,70.9128
10.778674126,6.4685,33.52555,70.81894
10.783592701,6.328985,33.57116,70.72722
10.788511276,6.190848,33.61112,70.63728
10.795888424,5.981892,33.66597,70.50894
10.800806999,5.838117,33.69987,70.42821
10.805725574,5.696394,33.72521,70.34711
10.810643673,5.553462,33.7514,70.27349
10.815562248,5.418036,33.77168,70.20722
10.820480823,5.290772,33.78954,70.15212
10.825398922,5.173446,33.79966,70.1028
10.830317497,5.070519,33.80367,70.05322
10.835236073,4.969057,33.81054,70.00818
10.840154171,4.863395,33.81926,69.96762
10.845072746,4.759768,33.82853,69.93443
10.849991322,4.661359,33.83027,69.9015
10.857368469,4.522855,33.83313,69.86597
10.862287044,4.43903,33.82485,69.84277
10.867205620,4.357671,33.81896,69.82073
10.872123718,4.278319,33.81018,69.80302
10.877042294,4.195918,33.80094,69.78091
10.881960869,4.116932,33.79626,69.76862
10.886878967,4.039279,33.78736,69.75659
10.891797543,3.964739,33.77683,69.74882
10.896716118,3.894651,33.76217,69.74297
10.901634216,3.826046,33.74833,69.7398
10.906552792,3.76473,33.73039,69.73618
10.911471367,3.707758,33.71632,69.73942
10.916389942,3.654987,33.70709,69.74776
10.921308041,3.607561,33.69384,69.75842
10.926226616,3.563154,33.68137,69.76401
10.931145191,3.524053,33.6722,69.77393
10.938522339,3.47718,33.66499,69.7982
10.943440914,3.452673,33.65968,69.81667
10.948359013,3.436679,33.65488,69.84182
10.953277588,3.424468,33.6469,69.86385
10.958196163,3.414652,33.64894,69.89575
10.963114738,3.397825,33.64539,69.93809
10.968032837,3.395177,33.61828,69.9472
10.972951412,3.391905,33.6097,69.96545
10.977869987,3.389185,33.60053,69.98781
10.982788086,3.387266,33.59048,70.00104
10.987706661,3.387899,33.58187,70.01263
10.992625237,3.388784,33.57571,70.02392
10.997543335,3.392251,33.56821,70.03146
11.004920959,3.401428,33.56297,70.03075
11.009839535,3.406648,33.57483,70.03834
11.014757633,3.409456,33.58635,70.04324
11.019676209,3.410323,33.59752,70.04741
11.024595737,3.414279,33.61318,70.0471
11.029512882,3.424963,33.64296,70.06261
11.034431458,3.443591,33.67556,70.08148
11.039350033,3.46787,33.7099,70.09861
11.044268131,3.498138,33.75389,70.1216
11.049191952,3.534591,33.79926,70.14394
11.054105282,3.580338,33.84791,70.16293
11.059023380,3.631362,33.90796,70.18931
11.063941956,3.694305,33.97681,70.21552
11.068860531,3.767901,34.06114,70.2445
11.076237679,3.915921,34.22865,70.29541
11.081156254,4.053957,34.38494,70.34003
11.086074829,4.21262,34.59026,70.39721
11.090992928,4.411344,34.83936,70.46719
11.095911503,4.639633,35.14957,70.54452
11.100830078,4.886981,35.56157,70.62891
11.105748177,5.159941,36.10346,70.71622
11.110666752,5.451272,36.78844,70.81083
11.115585327,5.785472,37.63378,70.91838
11.120503426,6.149806,38.65691,71.02228
11.125422001,6.543492,39.83349,71.10171
11.130340576,6.965723,41.14008,71.13963
11.135258675,7.390437,42.53958,71.11555
11.142636299,7.978099,44.75713,70.99409
11.147554874,8.31518,46.26813,70.84557
11.152472973,8.603252,47.79495,70.64677
11.157391548,8.824722,49.31493,70.40324
11.162310123,8.953997,50.82763,70.10624
11.167228222,8.994495,52.3669,69.78269
11.172146797,8.973629,53.91772,69.4677
11.177065373,8.89038,55.49031,69.17962
11.181983471,8.790551,57.08419,68.95773
11.186902046,8.746962,58.64431,68.78671
11.191820622,8.697138,60.14785,68.63718
11.196739197,8.548745,61.58027,68.36311
11.201657295,8.203451,62.9503,67.88907
11.206575871,7.494598,64.18347,67.11145
11.211494446,6.49502,65.19862,66.18247
11.216412544,5.324539,66.0243,65.06889
11.223790169,3.47243,67.12155,63.33126
11.228709221,2.399762,67.7345,62.2393
11.233626843,1.575686,68.23118,61.29404
11.238545418,0.8515609,68.69712,60.39245
11.243463993,0.06655772,69.14565,59.4279
11.248382092,-0.7836485,69.55038,58.4086
11.253300667,-1.681563,69.89391,57.33928
11.258219242,-2.532133,70.18397,56.29104
11.263137341,-3.294223,70.42467,55.29684
11.268055916,-4.019367,70.61418,54.33022
11.272974491,-4.750035,70.73907,53.36705
11.277892590,-5.481361,70.78617,52.42193
11.282811165,-6.196081,70.7439,51.51588
11.287729740,-6.888762,70.60974,50.65498
11.295106888,-7.891161,70.24845,49.43651
11.300025463,-8.517793,69.91203,48.67624
11.304944515,-9.094253,69.50842,47.96466
11.309862137,-9.606004,69.04414,47.30906
11.314780712,-10.04958,68.52177,46.71191
11.319699287,-10.43105,67.94653,46.16997
11.324617386,-10.75347,67.31987,45.67905
11.329535961,-11.01015,66.64187,45.24823
11.334454537,-11.19697,65.91011,44.88388
11.339372635,-11.30742,65.13165,44.58828
11.344291210,-11.34442,64.3088,44.35933
11.349209786,-11.31007,63.44572,44.19461
11.354127884,-11.21008,62.54778,44.09177
11.359046459,-11.03923,61.62093,44.05375
11.363965035,-10.80398,60.67149,44.07636
11.371342182,-10.34213,59.21483,44.21623
11.376266480,-9.97042,58.22624,44.37603
11.381179810,-9.549943,57.22715,44.59062
11.386097431,-9.080159,56.21745,44.86298
11.391016007,-8.571085,55.20269,45.18733
11.395934582,-8.01847,54.18456,45.56808
11.400852680,-7.419732,53.16153,46.00778
11.405771256,-6.782366,52.13615,46.50135
11.410689831,-6.106278,51.10218,47.05033
11.415614128,-5.389106,50.06084,47.65508
11.420526505,-4.647629,49.01024,48.29983
11.425445080,-3.890765,47.95113,48.97877
11.430363655,-3.128296,46.88667,49.67984
11.435281753,-2.367393,45.82162,50.39434
11.440200329,-1.613639,44.75542,51.11349
11.445118904,-0.8721941,43.68756,51.82758
11.450037002,-0.1526898,42.61624,52.52582
11.457414627,0.8821843,41.00199,53.52929
11.462333679,1.541335,39.92777,54.16591
11.467251301,2.183816,38.85785,54.77906
11.472169876,2.815979,37.7891,55.38256
11.477088451,3.444536,36.71093,55.97878
11.482006550,4.06667,35.6184,56.55729
11.486925125,4.679276,34.50173,57.1113
11.491843700,5.264406,33.36249,57.63783
11.496761799,5.819231,32.20548,58.13871
11.501680374,6.344219,31.03246,58.61285
11.506598949,6.841101,29.84727,59.06208
11.511517048,7.314097,28.65352,59.49119
11.516435623,7.773009,27.45215,59.90302
11.521354198,8.222995,26.24513,60.3208
11.526272297,8.663494,25.03287,60.7435
11.533649921,9.298775,23.21014,61.33805
11.538568973,9.691504,22.00115,61.70802
11.543486595,10.04858,20.80026,62.06084
11.548405170,10.36569,19.61507,62.40186
11.553323746,10.6462,18.45592,62.74333
11.558241844,10.89253,17.32573,63.09866
11.563164711,11.12101,16.22103,63.47066
11.568078995,11.3276,15.13994,63.86499
11.573000908,11.522,14.06683,64.32636
11.577915668,11.69705,13.01284,64.80116
11.582834244,11.85442,11.97017,65.28188
11.587752819,12.00147,10.94384,65.76559
11.592670917,12.14961,9.936506,66.24612
