Time (s),Roll (deg),Pitch (deg),Yaw (deg)
93.324544430,3.225211,31.95324,76.0534
93.329463005,3.25305,31.99609,76.12251
93.334382057,3.278066,32.03862,76.18919
93.339299679,3.302811,32.0776,76.25269
93.344218254,3.32638,32.11976,76.31782
93.349136829,3.34981,32.15929,76.37518
93.354054928,3.371644,32.19891,76.43248
93.361433029,3.39685,32.2504,76.51182
93.366351605,3.408618,32.28198,76.56019
93.371269703,3.41638,32.3113,76.60505
93.376188278,3.419744,32.33811,76.64737
93.381106854,3.420131,32.36499,76.68829
93.386024475,3.415451,32.38461,76.72247
93.390943527,3.407428,32.40377,76.75438
93.395862103,3.395041,32.41848,76.78498
93.400779724,3.37509,32.43544,76.81612
93.405698300,3.345387,32.43697,76.83801
93.410616875,3.309809,32.43663,76.84858
93.415535927,3.260627,32.43649,76.85633
93.420453549,3.198409,32.42773,76.85516
93.427831650,3.090696,32.40527,76.83923
93.432750225,3.011555,32.3851,76.82401
93.437668323,2.926852,32.36073,76.80308
93.442586899,2.839598,32.33259,76.77864
93.447505474,2.755591,32.30161,76.75735
93.452423572,2.678998,32.27636,76.73933
93.457342148,2.607828,32.25743,76.72586
93.462260723,2.542486,32.23938,76.71336
93.467178345,2.483126,32.22921,76.70611
93.472097397,2.43111,32.21712,76.69966
93.477015972,2.382308,32.21378,76.69735
93.481933594,2.337664,32.21146,76.69557
93.489311695,2.27719,32.21247,76.69363
93.494230270,2.238861,32.21975,76.69294
93.499148369,2.200743,32.22787,76.68752
93.504066944,2.167362,32.2356,76.67765
93.508985519,2.133603,32.25364,76.66893
93.513904095,2.105657,32.27437,76.66077
93.518822193,2.078995,32.30637,76.65192
93.523740768,2.055028,32.34359,76.64207
93.528659344,2.036022,32.39183,76.63388
93.533577442,2.022024,32.45625,76.62913
93.538496017,2.018138,32.52755,76.62726
93.543414593,2.021927,32.61412,76.62988
93.548334598,2.044535,32.70884,76.6398
93.553251266,2.082757,32.81903,76.65836
93.560628891,2.170424,33.00712,76.70044
93.565546989,2.241978,33.14717,76.73039
93.570465565,2.320095,33.2991,76.75498
93.575384140,2.408746,33.46635,76.77879
93.580302238,2.495354,33.65348,76.79746
93.585220814,2.582853,33.86538,76.80956
93.590139389,2.666624,34.10303,76.81583
93.595057487,2.748885,34.35938,76.80756
93.599976063,2.822628,34.64833,76.78668
93.604894638,2.898971,34.97398,76.75967
93.609813213,2.982184,35.33989,76.72827
93.614731312,3.06552,35.74911,76.68546
93.619649887,3.150866,36.20275,76.63384
93.624568462,3.229626,36.70362,76.56636
93.631945610,3.350124,37.55581,76.4441
93.636864185,3.434418,38.20349,76.35175
93.641782761,3.531712,38.91319,76.25497
93.646700859,3.664164,39.69877,76.15257
93.651619434,3.816144,40.56562,76.03966
93.656538010,3.958242,41.51558,75.90224
93.661456108,4.050941,42.56558,75.71152
93.666374683,4.070763,43.71885,75.44955
93.671293259,3.991535,44.98256,75.10153
93.676211357,3.799727,46.36113,74.66373
93.681129932,3.50225,47.86686,74.13481
93.686048508,3.125593,49.49512,73.54379
93.690967083,2.675935,51.25553,72.87878
93.695885181,2.129116,53.13847,72.12013
93.703262806,1.088438,56.16628,70.79644
93.708180904,0.2184056,58.28169,69.78482
93.713099480,-0.8316596,60.41003,68.6203
93.718018055,-2.138901,62.60674,67.29898
93.722936630,-3.740461,64.76026,65.72363
93.727854729,-5.674774,66.82697,63.83908
93.732773304,-7.943861,68.76219,61.61396
93.737691879,-10.78387,70.61789,58.85752
93.742609978,-14.41655,72.30476,55.39162
93.749988079,-21.47938,74.40156,48.6607
93.754906654,-27.35,75.51859,43.04768
93.759824276,-34.02083,76.3683,36.63886
93.764743328,-40.9067,76.97371,29.96899
93.769661903,-47.65032,77.34598,23.33372
93.774579525,-53.93562,77.56147,17.00489
93.779498100,-59.50883,77.63159,11.28409
93.784417152,-63.8107,77.52905,6.715141
93.789336681,-67.49831,77.32471,2.777821
93.794253349,-70.33032,77.06396,-0.3657222
93.799171925,-71.67022,76.82691,-2.110881
93.804094791,-71.44628,76.58302,-2.367864
93.811468124,-69.38814,76.25558,-1.115535
93.816386700,-67.55023,76.03004,0.2160447
93.821305275,-65.57482,75.78316,1.745327
93.826227665,-63.57098,75.5182,3.363723
93.831141949,-61.61898,75.23711,4.985069
93.836060524,-59.74559,74.9384,6.575705
93.840978622,-57.94191,74.62122,8.132879
93.845897198,-56.18907,74.29293,9.665377
93.850815773,-54.44423,73.96098,11.21215
93.855733395,-52.66638,73.63249,12.80776
93.860651970,-50.83065,73.30885,14.473
93.865571022,-48.90681,72.99108,16.23862
93.870488644,-46.88417,72.67479,18.11597
93.875407219,-44.76687,72.35385,20.10534
93.882785320,-41.42987,71.84369,23.28975
93.887703419,-39.13982,71.47109,25.51227
93.892621994,-36.8329,71.06176,27.78191
93.897540569,-34.53936,70.60838,30.07092
93.902458668,-32.28982,70.10667,32.34835
93.907377243,-30.10573,69.55264,34.5901
93.912295818,-28.00735,68.94903,36.77391
93.917214394,-26.00204,68.29386,38.88455
93.922132492,-24.09425,67.59232,40.91218
93.927051067,-22.27152,66.84846,42.86223
93.931969643,-20.52088,66.0646,44.74017
93.936887264,-18.83802,65.23808,46.54639
93.941806316,-17.21603,64.3683,48.28816
93.946724892,-15.66109,63.45352,49.9544
93.951642513,-14.17862,62.48962,51.53913
93.956561089,-12.76081,61.47346,53.04581
93.961480141,-11.41993,60.41071,54.463
93.966398716,-10.15626,59.30592,55.78915
93.971316338,-8.967397,58.16465,57.02641
93.978694439,-7.317261,56.39524,58.71618
93.983612537,-6.293737,55.18593,59.74239
93.988531113,-5.326559,53.95828,60.69926
93.993449688,-4.406518,52.7146,61.59462
93.998368263,-3.53147,51.45988,62.4267
94.003286362,-2.692971,50.1968,63.20361
94.008204937,-1.88848,48.93028,63.93119
94.013123512,-1.114912,47.66287,64.61782
94.018041611,-0.3699746,46.39338,65.26996
94.022960186,0.3497983,45.11554,65.89504
94.027878761,1.040851,43.83248,66.49191
94.032796383,1.705079,42.55988,67.07504
94.040174484,2.657287,40.64284,67.93639
94.045093060,3.263663,39.36283,68.51344
94.050011158,3.847621,38.08263,69.08681
94.054929733,4.410225,36.80356,69.65907
94.059853077,4.955389,35.52403,70.23374
94.064766407,5.478786,34.2515,70.81004
94.069684982,5.98505,32.98012,71.39424
94.074603558,6.467951,31.71621,71.98458
94.079522133,6.92475,30.45632,72.57809
94.084440231,7.34899,29.20564,73.17793
94.089362144,7.735379,27.96217,73.8028
94.094277382,8.079146,26.72532,74.45245
94.099195480,8.384933,25.48341,75.10449
94.106573105,8.7724,23.61892,76.08302
94.111491680,8.988567,22.38034,76.73418
94.116409779,9.179792,21.14923,77.38227
94.121328354,9.353374,19.92519,78.02249
94.126246929,9.510015,18.70225,78.63035
94.131165028,9.639483,17.49625,79.17919
94.136083603,9.74913,16.3279,79.65799
94.141003609,9.86273,15.21062,80.07248
94.145920277,10.01005,14.1684,80.4239
94.150838852,10.23379,13.21716,80.72602
94.155757427,10.58649,12.35915,81.00319
94.160676003,11.11469,11.59258,81.28381
94.168053150,12.26026,10.62,81.75986
94.172971726,13.22732,10.05698,82.09183
94.177889824,14.27985,9.569246,82.41824
94.182808399,15.3462,9.152251,82.71587
94.187726975,16.35455,8.812458,82.96566
94.192645550,17.24106,8.556837,83.15344
94.197563648,17.95798,8.393157,83.27041
94.202482224,18.47436,8.347129,83.30502
94.207400799,18.77816,8.438364,83.25201
94.212318897,18.87803,8.680909,83.11559
94.217237473,18.80605,9.07357,82.90845
94.222156048,18.61439,9.601089,82.64799
94.227074146,18.35569,10.23813,82.35582
94.234452248,17.96434,11.34133,81.89274
94.239370823,17.31577,11.90731,81.35754
94.244288445,16.53482,12.91218,80.80151
94.249207020,15.56799,13.68861,80.07981
94.254126072,14.40218,14.4362,79.33956
94.259043694,13.31254,15.12277,78.73446
94.263966560,12.35573,15.81374,78.29785
94.268880844,11.49824,16.52371,77.98939
94.273799419,10.76938,17.36478,77.82371
94.278717518,10.14517,18.44951,77.78916
94.283636093,9.618809,19.80942,77.89218
94.291014195,8.994345,22.01502,78.12081
94.295932293,8.626874,23.48585,78.12774
94.300850868,8.218697,24.83176,77.95859
94.305769444,7.716956,26.07658,77.61011
94.310687065,7.199238,27.12654,77.19414
94.315606117,6.714576,27.95006,76.81926
94.320524693,6.293915,28.54289,76.61449
94.325442314,5.871466,29.05804,76.46006
94.330360890,5.292876,29.53378,76.16146
94.335279942,4.682429,29.88468,75.75809
94.340197563,4.237573,30.20678,75.46212
94.345116139,3.977057,30.42977,75.30885
94.350034714,3.837156,30.53391,75.19792
94.357412338,3.742065,30.70705,75.12111
94.362330914,3.665689,30.77955,75.06863
94.367249489,3.541827,30.8428,74.99053
94.372168064,3.423396,30.8924,74.91328
94.377086163,3.339015,30.94466,74.86155
94.382004738,3.281124,30.99231,74.83387
94.386924744,3.234011,31.01735,74.79049
94.391841412,3.190457,31.01744,74.73374
94.396759987,3.150769,31.01467,74.6776
94.401678562,3.115571,31.01559,74.62708
94.406596184,3.079407,31.02102,74.58207
94.411515236,3.048539,31.02588,74.53902
94.416433811,3.012001,31.02815,74.49519
94.423810959,2.969123,31.03523,74.44769
94.428729534,2.939356,31.03713,74.41329
94.433648110,2.922453,31.0436,74.38844
94.438566208,2.906402,31.03781,74.35582
94.443484783,2.880415,31.03562,74.3233
94.448403358,2.859949,31.03493,74.29372
94.453321934,2.837784,31.03811,74.26353
94.458240032,2.810453,31.04125,74.23317
94.463158607,2.789984,31.0413,74.20615
94.468077183,2.773041,31.0491,74.1899
94.472995281,2.762444,31.04317,74.17504
94.477913856,2.753462,31.03884,74.1646
94.482832432,2.753076,31.0249,74.15841
94.487750530,2.758216,31.00611,74.15443
94.492669105,2.76379,30.98665,74.15462
94.500046730,2.776016,30.95559,74.15913
94.504964828,2.809377,30.93168,74.17793
94.509883404,2.835387,30.90354,74.18483
94.514801979,2.848664,30.8776,74.18994
94.519720077,2.854251,30.83179,74.18448
94.524638653,2.861843,30.78401,74.1741
94.529557228,2.871502,30.74808,74.16476
94.534477711,2.880991,30.71239,74.15245
94.539393902,2.886881,30.68957,74.13674
94.544312477,2.888694,30.67487,74.12202
94.549231052,2.886478,30.66537,74.10352
94.554149151,2.882945,30.65837,74.08571
94.561526775,2.87614,30.65677,74.05714
94.566445351,2.871028,30.6563,74.03786
94.571363449,2.862867,30.65457,74.01467
94.576282024,2.855911,30.65728,73.99097
94.581200600,2.852871,30.66435,73.96901
94.586118698,2.854316,30.6752,73.95235
94.591037273,2.86068,30.69485,73.93783
94.595955849,2.871024,30.7185,73.92613
94.600873947,2.885239,30.74373,73.91466
94.605792522,2.899229,30.77111,73.90336
94.610711098,2.914917,30.80058,73.89155
94.615629196,2.929163,30.83494,73.87914
94.623006821,2.946828,30.88645,73.85818
94.627925873,2.959183,30.91622,73.84088
94.632843494,2.969428,30.94955,73.82362
94.637762070,2.976653,30.98364,73.80492
94.642680645,2.982436,31.01687,73.78478
94.647599697,2.982275,31.04891,73.76218
94.652517319,2.979628,31.07775,73.73708
94.657435894,2.975425,31.10191,73.71059
94.662354469,2.964231,31.12749,73.68095
94.667272568,2.954123,31.15212,73.65209
94.672191143,2.941848,31.1705,73.61928
94.677109718,2.930329,31.18978,73.58628
94.682027817,2.918831,31.21137,73.55463
94.686946392,2.906344,31.23087,73.52049
94.694324493,2.881733,31.26437,73.46661
94.699242115,2.86375,31.28757,73.43069
94.704161167,2.848352,31.30962,73.39574
94.709079742,2.830536,31.33162,73.35938
94.713997364,2.813184,31.35234,73.32295
94.718915939,2.793455,31.37173,73.28465
94.723834515,2.770239,31.38804,73.24385
94.728752613,2.747186,31.40596,73.20135
94.733671188,2.7228,31.42779,73.15681
94.738589764,2.698653,31.44973,73.11106
94.743508339,2.674479,31.47365,73.06496
94.748426437,2.656275,31.49917,73.01945
94.753345013,2.641016,31.52463,72.97355
94.760723114,2.615228,31.568,72.90331
94.765641212,2.602693,31.59391,72.85452
94.770559788,2.590243,31.62548,72.80446
94.775478363,2.579487,31.66197,72.75359
94.780395985,2.568461,31.69863,72.69887
94.785315037,2.556548,31.7379,72.6428
94.790236950,2.539909,31.78189,72.58354
94.795154571,2.526479,31.82697,72.52232
94.800069809,2.512432,31.87969,72.45988
94.804988861,2.502702,31.93958,72.39785
94.809906483,2.499507,32.01153,72.33607
94.817284584,2.508879,32.13763,72.24701
94.822204590,2.520066,32.23758,72.18746
94.827121258,2.538524,32.35717,72.13397
94.832039833,2.569847,32.49215,72.08888
94.836958408,2.616659,32.64042,72.04725
94.841876984,2.670823,32.8076,72.01028
94.846795082,2.741478,32.9883,71.97948
94.851713657,2.815997,33.19215,71.94789
94.856634140,2.89744,33.41876,71.91782
94.861550331,2.9833,33.65935,71.88261
94.866468906,3.066609,33.9211,71.83923
94.871387482,3.149724,34.21233,71.78858
94.878764629,3.264845,34.70737,71.68938
94.883683205,3.337178,35.0813,71.60468
94.888601780,3.403402,35.49657,71.507
94.893519878,3.46004,35.95889,71.39513
94.898438454,3.515369,36.47362,71.27204
94.903357029,3.560539,37.04044,71.13336
94.908276558,3.599998,37.66978,70.98043
94.913193703,3.637321,38.37048,70.8145
94.918112278,3.687335,39.1471,70.6469
94.923030376,3.771811,40.00264,70.47854
94.927948952,3.86344,40.93714,70.29336
94.935326576,3.905141,42.52199,69.9185
94.940244675,3.815808,43.71833,69.56755
94.945163250,3.606788,45.03561,69.11855
94.950081825,3.276659,46.47782,68.56638
94.954999924,2.82059,48.05307,67.9038
94.959918499,2.248854,49.77478,67.14154
94.964837074,1.548191,51.62587,66.26103
94.969755650,0.684001,53.59798,65.2365
94.974673748,-0.3392077,55.68298,64.06837
94.979592323,-1.547214,57.85014,62.73828
94.984510899,-2.931574,60.04502,61.22679
94.989428997,-4.567408,62.24242,59.4781
94.996806622,-7.814353,65.53593,56.24255
95.001725674,-10.50831,67.52041,53.6111
95.006643295,-13.72078,69.31108,50.47333
95.011561871,-17.71314,70.9476,46.65845
95.016480446,-22.37348,72.36632,42.22979
95.021398544,-27.7914,73.57372,37.0586
95.026317120,-33.95347,74.57975,31.17587
95.031235695,-40.68092,75.33411,24.65125
95.036153793,-47.65877,75.82842,17.87285
95.041072369,-54.13431,76.13249,11.49708
95.045990944,-60.06278,76.31322,5.55432
95.050909519,-65.34109,76.36621,0.2032672
95.055827618,-69.70951,76.25056,-4.290829
95.063205719,-75.83486,75.86533,-10.4897
95.068124294,-78.6288,75.56705,-13.35342
95.073041916,-79.71445,75.30495,-14.58827
95.077960968,-79.47796,75.08997,-14.5751
95.082879543,-78.46047,74.93764,-13.83163
95.087797165,-76.95297,74.79669,-12.57823
95.092715740,-75.17192,74.63662,-11.00953
95.097634792,-73.19903,74.4586,-9.219233
95.102552414,-71.1548,74.27029,-7.336499
95.107470989,-69.09929,74.06562,-5.426624
95.112389565,-67.04855,73.83656,-3.515345
95.119767189,-63.98508,73.4553,-0.6647239
95.124685764,-61.92569,73.18722,1.243564
95.129604340,-59.8521,72.91259,3.151358
95.134522438,-57.71594,72.63389,5.113962
95.139441013,-55.51378,72.3448,7.138994
95.144359589,-53.27233,72.03909,9.206483
95.149277210,-51.00407,71.71472,11.30723
95.154196262,-48.71335,71.36991,13.44229
95.159114838,-46.42746,70.99715,15.58645
95.164033413,-44.15742,70.59503,17.73043
95.171410561,-40.79585,69.93136,20.93906
95.176329136,-38.5774,69.44299,23.07499
95.181247711,-36.3778,68.91285,25.20563
95.186165810,-34.20425,68.33563,27.32734
95.191084385,-32.07172,67.71067,29.42379
95.196002960,-29.99323,67.03825,31.48075
95.200921059,-27.98191,66.31762,33.48368
95.205839634,-26.04456,65.55263,35.42453
95.210758209,-24.17545,64.74061,37.30403
95.215676308,-22.37488,63.88516,39.12037
95.220594883,-20.6475,62.98833,40.86852
95.225513458,-18.99028,62.04779,42.55076
95.230431080,-17.41962,61.08503,44.14974
95.235350132,-15.91118,60.07082,45.68345
95.240268707,-14.4758,59.02308,47.14315
95.245187283,-13.10849,57.9397,48.53082
95.252564430,-11.18475,56.25529,50.4732
95.257483006,-9.986072,55.09652,51.67227
95.262401104,-8.847907,53.91301,52.7991
95.267319679,-7.769023,52.71549,53.85992
95.272238255,-6.741642,51.49707,54.84786
95.277156830,-5.767341,50.25496,55.77843
95.282074928,-4.834618,49.00043,56.65378
95.286993504,-3.946164,47.73421,57.47637
95.291913509,-3.101107,46.45815,58.25075
95.296830177,-2.29075,45.17574,58.98444
95.301748753,-1.50726,43.88725,59.68714
95.306667328,-0.751087,42.57651,60.35981
95.311585426,-0.03647429,41.29768,61.00594
95.316504002,0.651527,39.99331,61.62321
95.321422577,1.311621,38.6937,62.22343
95.328799725,2.254399,36.74554,63.11784
95.333718300,2.853013,35.44894,63.70127
95.338636875,3.432552,34.15251,64.27757
95.343554974,3.987378,32.86022,64.84801
95.348473549,4.520905,31.57072,65.4215
95.353392124,5.026786,30.282,65.99564
95.358310700,5.500045,28.99367,66.57243
95.363228798,5.934546,27.7089,67.15609
95.368147373,6.32371,26.43026,67.74588
95.373065949,6.659258,25.16735,68.36845
95.377984047,6.933346,23.91929,69.02319
95.385361672,7.250209,22.07166,70.03749
95.390280247,7.406796,20.83353,70.71383
95.395198345,7.521924,19.60066,71.39498
95.400116921,7.604461,18.362,72.06081
95.405035496,7.65332,17.12816,72.69846
95.409953594,7.678035,15.91113,73.29262
95.414872170,7.696696,14.72913,73.83959
95.419790745,7.741055,13.60201,74.33553
95.424708843,7.850773,12.54959,74.78553
95.429627419,8.067178,11.59577,75.18824
95.437005520,8.669157,10.38314,75.71732
95.441923141,9.294432,9.731673,76.05385
95.446841717,10.10119,9.199619,76.40022
95.451760769,11.04445,8.773893,76.74068
95.456679344,12.04558,8.443569,77.04601
95.461596966,13.01656,8.20027,77.29165
95.466515541,13.87308,8.031669,77.45839
95.471434593,14.55094,7.934017,77.52934
95.476352215,15.01319,7.932872,77.48812
95.481270790,15.26205,8.029093,77.343
95.486189365,15.32029,8.23509,77.10664
95.491110325,15.22945,8.545069,76.79803
95.496026039,15.04399,8.952337,76.44443
95.503404140,14.58446,9.487758,75.66871
95.508322239,13.89004,10.55031,75.16515
95.513240814,13.24124,11.13823,74.44211
95.518159389,12.35766,12.07219,73.71229
95.523077011,11.51716,12.94135,73.11607
95.527996063,10.91556,13.64698,72.69474
95.532914638,10.43959,14.3946,72.46463
95.537832260,9.993165,15.18324,72.36402
95.542750835,9.608125,16.21589,72.3591
95.547669887,9.240644,17.63028,72.46458
95.555047035,8.795135,19.98789,72.77623
95.559965610,8.652889,21.46446,72.97604
95.564884186,8.528723,22.76701,73.06497
95.569802761,8.249148,23.95736,72.92843
95.574720859,7.922127,24.92703,72.64637
95.579639435,7.623184,25.70816,72.38735
95.584558010,7.372507,26.23275,72.2349
95.589476108,7.100891,26.57259,72.01001
95.594394684,6.610438,27.07497,71.73101
95.599313259,6.015898,27.48755,71.31357
95.604233265,5.492672,27.92013,70.92378
95.609149933,5.089201,28.3383,70.61379
95.616527557,4.601167,28.84463,70.2333
95.621445656,4.27521,29.1157,69.99419
95.626364231,3.929953,29.27411,69.73105
95.631282806,3.600163,29.36426,69.46394
95.636200905,3.331635,29.46369,69.24538
95.641119480,3.119192,29.55214,69.07946
95.646042824,2.939049,29.60477,68.93687
95.650956154,2.787216,29.63261,68.80927
95.655874729,2.671803,29.64816,68.70379
95.660795689,2.581723,29.66156,68.61539
95.665711880,2.512272,29.66947,68.53427
95.670629978,2.440012,29.67743,68.45004
95.675548553,2.370191,29.69,68.36502
95.682926178,2.272692,29.71014,68.24884
95.687844276,2.216085,29.72166,68.17576
95.692762852,2.164016,29.7332,68.10776
95.697681427,2.120481,29.7429,68.04475
95.702599525,2.070189,29.73744,67.97826
95.707518101,2.04101,29.74743,67.92392
95.712436676,2.004408,29.74366,67.86161
95.717354774,1.976665,29.74551,67.80515
95.722273350,1.957223,29.74129,67.75184
95.727191925,1.936329,29.74957,67.70056
95.732110023,1.922446,29.74784,67.64991
95.737031937,1.895967,29.74928,67.59579
95.744406700,1.863347,29.74176,67.52335
95.749324322,1.829487,29.74037,67.4744
95.754242897,1.805267,29.72268,67.43108
95.759161472,1.78321,29.69625,67.3888
95.764086723,1.761096,29.65917,67.34808
95.768998146,1.739053,29.61993,67.30985
95.773916721,1.711011,29.57722,67.2742
95.778836727,1.684884,29.51873,67.23978
95.783753395,1.657721,29.45003,67.20659
95.788671970,1.628459,29.37448,67.17189
95.796050072,1.585397,29.25468,67.12016
95.800968170,1.560197,29.18315,67.08655
95.805886745,1.534891,29.12632,67.05532
95.810805321,1.509741,29.07463,67.02113
95.815722942,1.485802,29.03825,66.98763
95.820641518,1.461875,29.00893,66.95496
95.825560570,1.434892,28.98192,66.91901
95.830478191,1.40781,28.96071,66.88113
95.835396767,1.382424,28.94276,66.84261
95.840315342,1.35398,28.92969,66.80159
95.845233440,1.323479,28.92077,66.75887
95.852611542,1.287719,28.91787,66.69881
95.857530117,1.271228,28.92386,66.65826
95.862448215,1.259195,28.93721,66.61964
95.867366791,1.253024,28.95424,66.5825
95.872285366,1.252182,28.97669,66.5468
95.877203941,1.252386,29.0038,66.51109
95.882122040,1.255101,29.03254,66.47552
95.887040615,1.256103,29.06279,66.4387
95.891959190,1.255955,29.09073,66.40078
95.896883011,1.253718,29.11682,66.3603
95.901795864,1.247807,29.14073,66.31633
95.906714439,1.234422,29.16961,66.2718
95.914091587,1.214439,29.21167,66.20379
95.919010162,1.203408,29.24095,66.15907
95.923928738,1.191653,29.27091,66.11535
95.928846836,1.179497,29.29868,66.07011
95.933765411,1.164986,29.32828,66.02415
95.938683987,1.149772,29.35384,65.97602
95.943602085,1.133505,29.38151,65.92786
95.948520660,1.120811,29.40836,65.88171
95.953439236,1.107744,29.44147,65.83527
95.958357334,1.097121,29.47352,65.78862
95.963275909,1.08433,29.50973,65.74297
95.970653534,1.068298,29.56418,65.67126
95.975571632,1.058715,29.60611,65.6226
95.980490208,1.051461,29.64968,65.57548
95.985408783,1.043957,29.69217,65.52761
95.990327358,1.041155,29.73787,65.48199
95.995245457,1.041184,29.78264,65.43468
96.000164032,1.040143,29.83305,65.38646
96.005082607,1.041252,29.8793,65.33682
96.010000706,1.041751,29.92762,65.28481
96.014919281,1.039052,29.97991,65.2308
96.019837856,1.039935,30.03325,65.17632
96.024755955,1.038452,30.08796,65.12
96.029674530,1.03282,30.14928,65.05918
96.037052155,1.019146,30.23162,64.95885
96.041970253,1.018118,30.2928,64.88942
96.046888828,1.018093,30.37433,64.82546
96.051807404,1.02268,30.45455,64.76086
96.056725502,1.029108,30.54407,64.69521
96.061644077,1.036167,30.64865,64.63011
96.066562653,1.044469,30.76683,64.56602
96.071480751,1.061178,30.89594,64.50477
96.076399326,1.088264,31.03921,64.44938
96.081317902,1.128678,31.19281,64.39851
96.086236477,1.170215,31.3674,64.34716
96.091154575,1.221546,31.56144,64.29928
96.096073151,1.273649,31.7775,64.25296
96.100991726,1.335847,31.99668,64.20431
96.105909824,1.393819,32.24152,64.15063
96.110828400,1.460511,32.50996,64.09474
96.118206501,1.560513,32.96048,63.993
96.123124123,1.6204,33.30228,63.91066
96.128042698,1.663872,33.68451,63.81368
96.132961273,1.710662,34.10954,63.71263
96.137879372,1.762855,34.57903,63.60417
96.142797947,1.814442,35.09866,63.48845
96.147716522,1.868386,35.67682,63.36423
96.152634621,1.930919,36.31853,63.23312
96.157553196,2.003617,37.03592,63.09762
96.162477016,2.100998,37.83957,62.96569
96.167390347,2.217858,38.7163,62.8325
96.172308445,2.347998,39.66686,62.67877
96.177227020,2.415183,40.71932,62.47407
96.182145596,2.38807,41.89688,62.19397
96.187063694,2.248048,43.20206,61.82262
96.191982269,1.968357,44.63123,61.33472
96.199360371,1.262544,47.01748,60.36399
96.204277992,0.590375,48.7655,59.54524
96.209196568,-0.2688103,50.6404,58.56115
96.214115143,-1.341202,52.63784,57.38215
96.219033241,-2.634835,54.74733,55.99285
96.223951817,-4.168247,56.94826,54.36939
96.228870392,-5.907242,59.20254,52.53125
96.233788490,-7.958957,61.47361,50.38239
96.238707066,-10.48953,63.70241,47.82681
96.243625641,-13.36086,65.70844,44.9544
96.248544216,-16.75162,67.46877,41.60713
96.255921841,-23.12668,69.74018,35.46286
96.260840416,-28.03246,70.92843,30.79387
96.265758038,-33.19818,71.85275,25.82471
96.270676613,-38.46495,72.57179,20.75114
96.275595665,-43.70522,73.03371,15.70712
96.280514240,-48.42405,73.32302,11.10769
96.285431862,-52.47805,73.50591,7.065777
96.290350437,-55.86592,73.52996,3.647634
96.295269489,-59.07647,73.47979,0.4394017
96.300187111,-62.04428,73.33467,-2.486989
96.305105686,-63.88929,73.19598,-4.410648
96.310024262,-64.48109,73.03269,-5.18306
96.317401886,-63.91883,72.82213,-5.025701
96.322320461,-63.13635,72.67809,-4.51674
96.327239037,-62.19933,72.50814,-3.827527
96.332157135,-61.15206,72.32283,-3.009058
96.337075710,-60.04154,72.13114,-2.114138
96.341994286,-58.89063,71.92999,-1.168922
96.346911907,-57.70611,71.71538,-0.1827846
96.351830959,-56.47554,71.49422,0.8544986
96.356749535,-55.17677,71.27509,1.963259
96.361668110,-53.77702,71.05927,3.176641
96.366585732,-52.29035,70.83909,4.482688
96.371504784,-50.70266,70.61121,5.904262
96.376423359,-49.03283,70.36444,7.429613
96.383800507,-46.42485,69.94044,9.865849
96.388719082,-44.65226,69.61658,11.55253
96.393637657,-42.87509,69.25642,13.26517
96.398555756,-41.10099,68.86139,14.98788
96.403474331,-39.33392,68.43443,16.7106
96.408392906,-37.57189,67.97929,18.42867
96.413311005,-35.80852,67.49883,20.1436
96.418231487,-34.04245,66.99246,21.85393
96.423148155,-32.27413,66.4622,23.55751
96.428066254,-30.50671,65.90412,25.25459
96.432984829,-28.73991,65.30763,26.94498
96.437903404,-26.98228,64.66084,28.62332
96.445280552,-24.39283,63.59002,31.09797
96.450199127,-22.72732,62.80434,32.6936
96.455117702,-21.12379,61.96381,34.23195
96.460035801,-19.59027,61.07288,35.70508
96.464954376,-18.12415,60.13712,37.1217
96.469872951,-16.73567,59.18449,38.46017
96.474791527,-15.39829,58.18744,39.73843
96.479709625,-14.10168,57.16969,40.96593
96.484628200,-12.84085,56.1309,42.14605
96.489546776,-11.6055,55.07112,43.28931
96.494464874,-10.40227,53.98781,44.39369
96.499383449,-9.231511,52.87909,45.46128
96.504302025,-8.107369,51.746,46.48695
96.509220123,-7.031061,50.58297,47.47521
96.516597748,-5.521427,48.80191,48.90242
96.521516323,-4.586759,47.5709,49.7986
96.526434421,-3.708124,46.31433,50.65431
96.531352997,-2.882022,45.03785,51.47218
96.536271572,-2.101322,43.74662,52.25539
96.541189670,-1.357476,42.44334,53.0095
96.546108246,-0.6441408,41.13339,53.73789
96.551026821,0.04619484,39.81478,54.44543
96.555944919,0.7129703,38.48663,55.12695
96.560863495,1.355113,37.16523,55.80725
96.565782070,1.967379,35.84465,56.48438
96.570700645,2.558901,34.52491,57.14331
96.575618744,3.128003,33.20308,57.78519
96.580537319,3.674355,31.87693,58.41282
96.587915420,4.433629,29.88149,59.32809
96.592833042,4.909092,28.54968,59.93011
96.597751617,5.343233,27.19905,60.52079
96.602670193,5.739502,25.83664,61.10478
96.607588291,6.098301,24.46232,61.68919
96.612506866,6.418988,23.08293,62.31536
96.617425442,6.709162,21.69447,62.94611
96.622344017,6.970936,20.30679,63.57881
96.627262115,7.203471,18.92765,64.21312
96.632180691,7.415852,17.56657,64.84493
96.637098789,7.613924,16.21834,65.46195
96.642017364,7.795353,14.8879,66.03934
96.646935940,7.948808,13.59613,66.55853
96.651859760,8.081572,12.35796,67.01247
96.656772613,8.223557,11.19996,67.40638
96.661691189,8.41543,10.12903,67.75805
