Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.578011036,-0.203827,-0.5617504,0.2043926,-0.5613274,0.1595791,0.7932614,18.09627,-18.14288,-28.18946,991.9993
0.582930565,-0.1420061,-0.6210021,0.2043926,-0.5627801,0.156163,0.7926783,18.09627,-18.14288,-28.18946,991.9993
0.587849617,-0.2656479,-0.5024988,0.1434363,-0.563379,0.1640842,0.7861397,18.09627,-18.14288,-28.18946,992.0037
0.592769146,-0.203827,-0.6802537,0.1434363,-0.5657896,0.1586914,0.7864721,18.09627,-18.14288,-28.18946,992.0037
0.597688198,-0.2656479,-0.798757,0.08247998,-0.562797,0.1566776,0.7912383,18.09627,-18.14288,-28.18946,992.0037
0.602607727,-0.08018526,-1.035764,0.08247998,-0.563252,0.1522683,0.7920718,18.09627,-18.14288,-28.18946,992.0037
0.607526779,-0.203827,-1.035764,0.3263052,-0.5666966,0.1551709,0.7917075,18.09627,-18.14288,-28.18946,992.0037
0.612446308,-0.08018526,-1.213519,0.4482177,-0.5628338,0.1615699,0.7904244,18.47563,-18.16093,-27.74171,992.0037
0.617365360,-0.1420061,-1.27277,0.509174,-0.5623142,0.1586226,0.7917823,18.47563,-18.16093,-27.74171,992.0037
0.622284889,-0.1420061,-1.332022,0.4482177,-0.5593947,0.1596422,0.7908199,18.47563,-18.16093,-27.74171,992.0037
0.629663467,0.1670983,-1.450525,0.6310866,-0.5623246,0.153821,0.7877441,18.47563,-18.16093,-27.74171,992.0037
0.634582519,0.1670983,-1.98379,0.6310866,-0.5657732,0.1557669,0.7863782,18.47563,-18.16093,-27.74171,992.0037
0.639502048,0.1670983,-1.746783,0.6310866,-0.5633254,0.1586773,0.7883936,18.47563,-18.16093,-27.74171,992.0037
0.644421101,0.4762028,-2.043042,0.4482177,-0.5598746,0.1629952,0.7938446,18.47563,-18.16093,-27.74171,992.0037
0.649340629,0.2907401,-1.924538,0.6310866,-0.5593504,0.1634145,0.797738,18.47563,-18.16093,-27.74171,992.0037
0.654259682,0.8471281,-1.746783,0.509174,-0.560869,0.1659109,0.7939462,18.47563,-18.16093,-27.74171,992.0037
0.659179211,1.279874,-1.391273,0.1434363,-0.5597925,0.1666951,0.8046443,18.47563,-18.16093,-27.74171,992.0037
0.664098263,2.330829,-0.5024988,-0.1003889,-0.5559098,0.1687164,0.8027351,19.16114,-18.88515,-28.20964,992.0037
0.669017792,3.443605,0.4455275,-0.527083,-0.5622668,0.1676931,0.8022689,19.16114,-18.88515,-28.20964,992.0054
